,CREDIT SCORE,FIRST_PAYMENT_DATE,FIRST_TIME_HOMEBUYER_FLAG,MATURITY_DATE,MSA_CODE,MI_PERCENTAGE,NUMBER_OF_UNITS,OCCUPANCY_STATUS,ORIGINAL_CLTV,DTI,ORIGINAL_UPB,ORIGINAL_LTV,ORIGINAL_INTEREST_RATE,CHANNEL,PPM_FLAG,Amortization_type,STATE,PROPERTY TYPE,POSTAL CODE,id_loan,LOAN_PURPOSE,ORIGINAL_LOAN_TERM,NUMBER_BORROWERS,SELLER NAME,Servicer_Name,SUPER CONFORMING FLAG,LSN,PROGRAM INDICATOR,HARP_INDICATOR,PROPERTY_VALUATION_METHOD,IO_INDICATOR
12112,806,202105,N,205104,33780.0,0,1,P,54,25,200000,54,2.875,R,N,FRM,MI,SF,48100,F21Q12455446,N,360,2,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,1,N
12113,682,202105,N,205104,16740.0,0,1,P,48,33,460000,48,2.875,C,N,FRM,NC,SF,28200,F21Q12455526,C,360,2,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,1,N
12114,737,202106,N,204105,23844.0,0,1,P,51,18,109000,51,2.875,R,N,FRM,IN,SF,46300,F21Q12455653,N,240,2,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,2,N
12115,787,202106,N,204105,35660.0,0,1,P,47,44,100000,47,2.875,R,N,FRM,MI,SF,49100,F21Q12455661,N,240,1,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,1,N
12116,742,202105,N,205104,33124.0,0,1,P,78,41,345000,78,2.99,R,N,FRM,FL,PU,33100,F21Q12455709,N,360,2,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,1,N
12117,807,202105,N,205104,17140.0,0,1,P,59,17,241000,59,2.75,R,N,FRM,OH,SF,45200,F21Q12455741,N,360,2,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,1,N
12118,777,202106,N,204105,,0,1,P,60,34,157000,60,2.875,R,N,FRM,MI,SF,49400,F21Q12455767,C,240,2,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,1,N
12119,707,202105,N,205104,35154.0,0,1,P,80,37,376000,80,3.25,C,N,FRM,NJ,SF,8700,F21Q12455950,C,360,1,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,2,N
12120,719,202105,N,204604,,0,1,P,75,31,209000,75,3.125,R,N,FRM,IN,SF,47000,F21Q12456054,N,300,2,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,1,N
12121,766,202105,N,205104,47894.0,0,1,P,54,19,378000,54,2.5,C,N,FRM,VA,SF,22000,F21Q12456291,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
12122,755,202104,N,205103,39580.0,0,1,P,77,20,303000,77,2.625,C,N,FRM,NC,PU,27500,F21Q12456308,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
12123,790,202105,Y,205104,37100.0,0,1,P,80,30,520000,80,3.0,C,N,FRM,CA,CO,91300,F21Q12456357,P,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
12124,781,202105,N,205104,47894.0,30,1,P,95,43,717000,95,3.0,C,N,FRM,VA,SF,22300,F21Q12456379,P,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,Y,,9,,3,N
12125,776,202105,N,205104,41180.0,0,1,P,72,27,144000,72,3.375,R,N,FRM,MO,SF,63100,F21Q12457050,C,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12126,758,202105,N,205104,15804.0,0,1,I,80,46,148000,80,3.625,R,N,FRM,NJ,SF,8000,F21Q12457120,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12127,805,202104,N,204103,,0,1,P,80,26,142000,80,2.75,C,N,FRM,MO,SF,64000,F21Q12457137,C,240,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12128,770,202105,N,205104,42100.0,0,1,P,70,47,630000,70,3.375,R,N,FRM,CA,SF,95000,F21Q12457262,C,360,1,"FLAGSTAR BANK, FSB",MATRIX FINANCIAL SERVICES CORPORATION,Y,,9,,1,N
12129,717,202105,N,205104,39300.0,0,1,P,63,44,150000,63,2.99,C,N,FRM,RI,SF,2900,F21Q12457647,N,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12130,733,202105,Y,205104,13740.0,25,1,P,88,31,335000,88,2.99,R,N,FRM,MT,PU,59100,F21Q12457717,P,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12131,766,202104,N,205103,12060.0,0,1,P,68,42,153000,68,3.5,R,N,FRM,GA,SF,30000,F21Q12457842,C,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12132,792,202105,N,205104,,0,4,I,75,34,158000,75,3.25,C,N,FRM,NM,SF,88000,F21Q12457925,N,360,3,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12133,767,202105,N,205104,38900.0,0,1,P,57,27,217000,57,3.25,C,N,FRM,OR,PU,97100,F21Q12457986,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
12134,798,202105,N,205104,25860.0,0,1,P,53,24,116000,53,2.875,C,N,FRM,NC,SF,28600,F21Q12458083,C,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,1,N
12135,701,202105,N,203604,36420.0,0,1,P,70,41,87000,70,2.125,R,N,FRM,OK,SF,73100,F21Q12458115,N,180,1,Other sellers,Other servicers,,,9,,1,N
12136,735,202105,Y,205104,12580.0,25,1,P,97,30,276000,97,2.75,C,N,FRM,MD,PU,21100,F21Q12458190,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N
12137,734,202104,N,205103,36540.0,0,1,P,58,44,102000,58,3.25,R,N,FRM,NE,SF,68100,F21Q12458317,C,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12138,754,202105,N,205104,19340.0,0,1,I,63,38,113000,63,3.0,C,N,FRM,IA,SF,52700,F21Q12458394,N,360,2,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,2,N
12139,740,202105,N,205104,26900.0,0,1,P,59,26,105000,59,3.5,B,N,FRM,IN,SF,46200,F21Q12458400,N,360,2,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,1,N
12140,734,202105,N,205104,18140.0,0,1,P,80,9,240000,80,3.0,R,N,FRM,OH,SF,43200,F21Q12458422,C,360,2,Other sellers,Other servicers,,,9,,2,N
12141,768,202105,N,205104,33874.0,0,1,P,52,21,134000,52,2.875,R,N,FRM,PA,SF,19400,F21Q12458444,N,360,2,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,2,N
12142,813,202105,N,204104,31084.0,0,2,P,52,40,375000,52,2.625,B,N,FRM,CA,SF,90300,F21Q12458510,C,240,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION,,,9,,2,N
12143,819,202105,N,205104,35300.0,0,2,I,75,22,150000,75,3.375,B,N,FRM,CT,SF,6500,F21Q12458515,N,360,1,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,3,N
12144,775,202105,N,205104,25420.0,0,1,P,78,40,162000,78,2.875,C,N,FRM,PA,SF,17000,F21Q12458645,C,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
12145,736,202105,Y,205104,40060.0,25,1,P,90,24,168000,90,2.75,C,N,FRM,VA,CO,23200,F21Q12458655,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
12146,793,202105,N,205104,17140.0,0,1,P,69,20,150000,69,2.875,C,N,FRM,OH,SF,45200,F21Q12458853,C,360,3,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
12147,770,202105,N,205004,47894.0,0,2,I,75,44,467000,75,3.25,R,N,FRM,DC,SF,20000,F21Q12458913,P,348,2,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,2,N
12148,771,202105,N,204304,20500.0,0,1,P,47,24,108000,47,3.125,R,N,FRM,NC,PU,27700,F21Q12458930,N,264,2,Other sellers,"PNC BANK, NA",,,9,,1,N
12149,789,202105,N,205104,16984.0,0,1,P,47,45,150000,47,2.875,R,N,FRM,IL,SF,60000,F21Q12458950,C,360,1,Other sellers,"PNC BANK, NA",,,9,,2,N
12150,707,202106,N,205105,19740.0,0,1,P,24,31,150000,24,2.875,R,N,FRM,CO,SF,80200,F21Q12458951,N,360,1,Other sellers,"PNC BANK, NA",,,9,,1,N
12151,692,202105,N,205104,49700.0,30,1,P,95,41,428000,95,3.49,C,N,FRM,CA,SF,95900,F21Q12459248,P,360,2,Other sellers,Other servicers,,,9,,2,N
12152,689,202104,Y,205103,48260.0,0,1,P,59,16,71000,59,2.625,R,N,FRM,OH,SF,43900,F21Q12459333,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12153,812,202105,N,205104,23224.0,30,1,S,90,21,315000,90,2.99,C,N,FRM,MD,PU,21700,F21Q12459413,P,360,1,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
12154,773,202105,N,204604,36420.0,0,1,P,79,40,185000,79,2.75,C,N,FRM,OK,PU,73100,F21Q12459678,C,300,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12155,783,202105,Y,205104,19124.0,30,1,P,95,43,383000,95,3.0,R,N,FRM,TX,PU,75000,F21Q12459931,P,360,1,TRUIST BANK,TRUIST BANK,,,9,,2,N
12156,801,202105,N,205104,34980.0,0,1,P,80,17,537000,80,3.0,R,N,FRM,TN,PU,37000,F21Q12459940,C,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
12157,752,202105,N,205104,36220.0,30,1,P,95,34,179000,95,3.0,R,N,FRM,TX,SF,79700,F21Q12460269,P,360,2,Other sellers,Other servicers,,,9,,2,N
12158,751,202105,N,203604,41180.0,6,1,P,84,35,113000,84,2.0,C,N,FRM,IL,SF,62200,F21Q12460438,N,180,2,"FLAGSTAR BANK, FSB",Other servicers,,,9,,2,N
12159,714,202104,N,204103,41740.0,0,1,P,74,40,555000,70,3.125,C,N,FRM,CA,PU,92100,F21Q12460554,N,240,1,"FLAGSTAR BANK, FSB",Other servicers,Y,,9,,1,N
12160,703,202104,N,204103,12420.0,0,1,P,75,32,281000,75,3.25,C,N,FRM,TX,PU,78600,F21Q12460604,C,240,2,"FLAGSTAR BANK, FSB",Other servicers,,,9,,2,N
12161,635,202104,Y,205103,43780.0,0,1,P,75,25,52000,75,3.5,R,N,FRM,IN,SF,46600,F21Q12460904,P,360,2,Other sellers,"PNC BANK, NA",,,9,,2,N
12162,754,202105,N,204604,35380.0,0,1,P,65,19,130000,65,2.75,C,N,FRM,LA,SF,70000,F21Q12460961,N,300,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
12163,775,202105,Y,205104,34980.0,0,1,P,80,40,282000,80,2.875,C,N,FRM,TN,SF,37200,F21Q12461048,P,360,3,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N
12164,748,202104,N,205103,49340.0,0,1,P,28,27,89000,28,2.875,R,N,FRM,MA,SF,1500,F21Q12461345,N,360,1,Other sellers,Other servicers,,,9,,2,N
12165,788,202105,N,205104,35840.0,0,1,P,78,13,175000,78,3.375,C,N,FRM,FL,PU,34200,F21Q12461423,N,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
12166,688,202105,N,205104,11244.0,0,1,P,57,36,381000,57,2.5,C,N,FRM,CA,PU,92800,F21Q12461651,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
12167,761,202105,N,205104,18140.0,0,2,P,75,33,300000,75,3.0,R,N,FRM,OH,SF,43200,F21Q12461739,C,360,1,Other sellers,Other servicers,,,9,,2,N
12168,797,202105,N,203604,38300.0,0,1,P,50,34,121000,50,2.125,R,N,FRM,PA,SF,15000,F21Q12461827,P,180,1,Other sellers,Other servicers,,,9,,1,N
12169,810,202104,N,205103,45300.0,0,1,P,80,26,239000,80,2.875,C,N,FRM,FL,PU,34600,F21Q12461968,N,360,1,Other sellers,Other servicers,,,9,,1,N
12170,728,202104,Y,205103,22744.0,30,1,P,94,33,275000,94,2.875,C,N,FRM,FL,PU,33000,F21Q12461989,P,360,1,Other sellers,Other servicers,,,9,,3,N
12171,774,202105,N,205104,45540.0,0,1,P,75,36,290000,75,2.75,C,N,FRM,FL,SF,32100,F21Q12462002,N,360,2,Other sellers,Other servicers,,,9,,1,N
12172,717,202105,N,205104,13740.0,0,1,P,80,30,264000,80,3.125,C,N,FRM,MT,PU,59000,F21Q12462044,N,360,2,Other sellers,Other servicers,,,9,,1,N
12173,809,202105,N,205104,36084.0,0,1,P,42,45,350000,42,2.875,C,N,FRM,CA,SF,94500,F21Q12462071,C,360,1,Other sellers,Other servicers,,,9,,1,N
12174,745,202106,N,204105,47894.0,0,1,P,67,26,231000,67,3.375,R,N,FRM,VA,PU,20100,F21Q12462384,N,240,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12175,744,202105,Y,205104,19740.0,30,1,P,95,34,461000,95,3.125,C,N,FRM,CO,SF,80100,F21Q12462490,P,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12176,674,202104,N,205103,16700.0,0,1,P,80,44,244000,80,3.25,C,N,FRM,SC,PU,29400,F21Q12462551,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12177,787,202105,Y,205104,35614.0,30,1,P,95,41,665000,95,2.875,C,N,FRM,NJ,SF,7600,F21Q12462689,P,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",Y,,9,,2,N
12178,790,202105,Y,205104,41940.0,0,1,P,75,30,623000,75,2.875,R,N,FRM,CA,CO,95100,F21Q12462729,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",Y,,9,,2,N
12179,757,202105,N,205104,36084.0,0,1,P,79,42,651000,79,2.875,C,N,FRM,CA,SF,94500,F21Q12462785,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",Y,,9,,1,N
12180,784,202106,N,205105,39740.0,0,1,P,66,24,312000,66,2.875,R,N,FRM,PA,SF,19500,F21Q12462843,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12181,734,202106,N,205105,33874.0,0,1,P,44,30,391000,44,2.875,R,N,FRM,PA,SF,19000,F21Q12462867,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12182,782,202105,Y,205104,33124.0,30,1,P,95,45,228000,95,3.75,C,N,FRM,FL,CO,33100,F21Q12462959,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N
12183,726,202105,N,205104,42540.0,30,1,P,95,39,137000,95,2.75,C,N,FRM,PA,SF,18500,F21Q12463109,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12184,704,202105,N,204704,38300.0,0,1,P,69,24,126000,69,2.75,C,N,FRM,PA,SF,15300,F21Q12463194,N,312,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12185,778,202105,N,205104,31340.0,0,1,P,70,26,129000,70,2.875,C,N,FRM,VA,SF,24500,F21Q12463333,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12186,688,202104,Y,205103,12060.0,25,1,P,95,43,192000,95,3.25,C,N,FRM,GA,SF,30100,F21Q12463355,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,H,,2,N
12187,714,202105,Y,205104,10420.0,30,1,P,95,32,181000,95,3.125,C,N,FRM,OH,SF,44300,F21Q12463629,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12188,779,202105,N,205104,28140.0,0,1,P,76,44,190000,76,3.375,C,N,FRM,MO,SF,64100,F21Q12463650,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12189,764,202105,N,205104,35614.0,0,2,P,45,25,357000,45,2.875,R,N,FRM,NY,SF,10300,F21Q12463824,N,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12190,788,202103,N,205102,35004.0,0,1,S,45,39,506000,45,2.625,R,N,FRM,NY,SF,11900,F21Q12463844,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12191,754,202105,N,205104,35004.0,0,1,P,65,46,306000,65,2.875,R,N,FRM,NY,SF,11500,F21Q12463868,N,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12192,747,202105,N,205104,39100.0,0,1,P,74,26,536000,74,2.75,C,N,FRM,NY,SF,12500,F21Q12464019,N,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12193,762,202105,N,205104,10580.0,0,1,P,80,36,316000,80,2.875,C,N,FRM,NY,SF,12100,F21Q12464050,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12194,730,202105,Y,205104,35614.0,0,1,P,45,41,263000,45,2.875,C,N,FRM,NY,SF,10300,F21Q12464108,P,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12195,779,202106,N,205105,35004.0,0,1,P,59,15,350000,59,2.625,R,N,FRM,NY,SF,11000,F21Q12464109,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12196,655,202105,N,205104,49180.0,25,1,P,90,37,380000,90,3.875,C,N,FRM,NC,PU,27000,F21Q12464536,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12197,725,202105,N,205104,36540.0,0,1,S,80,29,156000,80,3.25,C,N,FRM,NE,SF,68100,F21Q12464896,N,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12198,802,202105,N,205104,37340.0,0,1,P,56,25,162000,56,3.0,R,N,FRM,FL,PU,32900,F21Q12464950,N,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12199,803,202105,Y,205104,47664.0,25,1,P,90,15,399000,90,2.25,C,N,FRM,MI,CO,48100,F21Q12465222,P,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12200,698,202105,N,205104,35614.0,0,1,P,64,18,325000,64,3.25,R,N,FRM,NY,CP,11200,F21Q12465431,N,360,1,Other sellers,Other servicers,,,9,,2,N
12201,697,202105,N,205104,35614.0,0,1,P,80,26,412000,80,3.5,R,N,FRM,NY,SF,11200,F21Q12465451,C,360,2,Other sellers,Other servicers,,,9,,2,N
12202,791,202105,N,205104,40140.0,0,1,P,58,30,218000,58,2.75,R,N,FRM,CA,CO,92200,F21Q12465622,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12203,755,202105,N,205104,11260.0,0,1,P,74,42,223000,74,2.75,C,N,FRM,AK,SF,99600,F21Q12465764,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12204,764,202105,N,205104,35300.0,0,1,P,77,28,218000,77,2.875,C,N,FRM,CT,SF,6700,F21Q12465958,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12205,787,202105,N,205104,19124.0,0,1,P,80,27,218000,80,2.75,C,N,FRM,TX,PU,75400,F21Q12466122,P,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12206,798,202105,N,205104,19124.0,0,1,P,80,15,440000,80,2.875,C,N,FRM,TX,PU,75000,F21Q12466488,C,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12207,700,202105,N,205104,42644.0,0,1,P,47,40,395000,47,2.875,R,N,FRM,WA,SF,98000,F21Q12466903,C,360,2,Other sellers,Other servicers,,,9,,1,N
12208,736,202104,N,205103,49180.0,30,1,P,95,42,166000,95,2.875,C,N,FRM,NC,SF,27100,F21Q12467054,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
12209,772,202105,N,205104,,0,1,I,75,44,304000,75,2.875,C,N,FRM,TN,SF,37800,F21Q12467285,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12210,731,202105,Y,205104,33874.0,25,1,P,90,33,414000,90,2.375,C,N,FRM,PA,PU,19300,F21Q12467375,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12211,774,202105,Y,205104,31084.0,12,1,P,84,50,670000,84,2.625,C,N,FRM,CA,SF,91700,F21Q12467405,P,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",Y,,9,,2,N
12212,775,202105,N,205104,35614.0,0,1,P,41,27,348000,41,2.5,R,N,FRM,NJ,SF,7400,F21Q12467407,N,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12213,735,202106,N,205105,47894.0,0,1,P,77,31,588000,77,2.5,C,N,FRM,VA,PU,20100,F21Q12467469,N,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",Y,,9,,1,N
12214,767,202105,Y,205104,49420.0,0,1,P,80,11,376000,80,2.875,C,N,FRM,WA,SF,98900,F21Q12467980,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
12215,679,202105,N,205104,28940.0,0,1,P,70,41,121000,70,3.5,C,N,FRM,TN,SF,37900,F21Q12468176,N,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,H,,2,N
12216,718,202105,N,205104,44060.0,0,1,P,43,40,139000,43,3.0,R,N,FRM,WA,SF,99200,F21Q12468267,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12217,720,202105,N,205104,16740.0,0,1,P,67,40,276000,67,2.875,R,N,FRM,NC,SF,28000,F21Q12468398,P,360,1,Other sellers,Other servicers,,,9,,1,N
12218,713,202104,N,204103,47664.0,0,1,P,73,45,108000,73,3.125,C,N,FRM,MI,CO,48000,F21Q12468585,C,240,1,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,2,N
12219,773,202105,N,205104,31140.0,30,1,P,95,41,300000,95,2.875,C,N,FRM,KY,PU,40200,F21Q12468734,P,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12220,742,202105,N,204104,38900.0,0,1,P,60,37,255000,60,3.25,C,N,FRM,OR,SF,97200,F21Q12469047,C,240,2,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,1,N
12221,791,202105,N,204104,41060.0,0,1,P,78,26,295000,78,2.375,C,N,FRM,MN,SF,56300,F21Q12469146,N,240,2,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,2,N
12222,756,202105,N,204104,12060.0,0,1,P,80,32,226000,80,2.25,C,N,FRM,GA,PU,30000,F21Q12469163,N,240,1,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,1,N
12223,746,202105,N,204104,12420.0,0,1,P,47,44,257000,47,2.5,C,N,FRM,TX,SF,78600,F21Q12469271,N,240,1,"CITIZENS BANK, NA","CITIZENS BANK, NA",,,9,,1,N
12224,700,202105,N,205104,40900.0,0,1,P,72,38,281000,72,3.562,R,N,FRM,CA,SF,95800,F21Q12469400,N,360,2,Other sellers,Other servicers,,,9,,1,N
12225,805,202105,N,205104,48424.0,0,1,P,44,18,165000,44,2.75,R,N,FRM,FL,PU,33400,F21Q12469444,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12226,772,202105,Y,205104,24340.0,35,1,P,97,34,272000,97,2.875,R,N,FRM,MI,SF,49400,F21Q12469453,P,360,2,Other sellers,Other servicers,,,9,,2,N
12227,760,202105,N,204804,44100.0,0,1,P,77,11,152000,77,2.75,R,N,FRM,IL,SF,62600,F21Q12469557,N,324,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12228,769,202105,Y,205104,10420.0,30,1,P,95,44,105000,95,2.625,R,N,FRM,OH,SF,44200,F21Q12469789,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
12229,811,202105,Y,205104,15940.0,0,1,P,80,15,78000,80,3.0,C,N,FRM,OH,SF,44600,F21Q12470144,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12230,694,202106,N,205105,19740.0,0,1,P,28,28,83000,28,3.0,R,N,FRM,CO,CO,80000,F21Q12470154,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12231,814,202104,N,205103,42644.0,0,1,P,36,27,196000,36,2.75,C,N,FRM,WA,SF,98000,F21Q12470254,N,360,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12232,767,202105,N,205104,19124.0,0,1,P,80,30,236000,80,2.875,C,N,FRM,TX,PU,75100,F21Q12470940,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12233,809,202105,N,204104,41140.0,0,1,P,67,30,107000,67,2.75,R,N,FRM,MO,SF,64500,F21Q12470984,N,240,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12234,668,202105,N,204104,35004.0,0,2,I,56,43,320000,56,2.875,R,N,FRM,NY,SF,11500,F21Q12471042,N,240,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12235,759,202105,N,204104,35004.0,0,1,P,63,25,345000,63,2.875,R,N,FRM,NY,SF,11700,F21Q12471108,N,240,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,1,N
12236,758,202105,Y,205104,27260.0,0,1,P,80,27,252000,80,3.0,C,N,FRM,FL,PU,32000,F21Q12471393,P,360,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",,,9,,2,N
12237,771,202103,N,205102,,0,2,P,50,41,102000,50,2.875,C,N,FRM,AR,SF,72700,F21Q12471637,C,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
